pair_id,intervention,mechanism_hint,surrogate,surrogate_category,pathway,hallmark,relation_type,evidence_score,surrogate_confidence,literature_support,article_count,supporting_pmids,sample_titles,sample_snippet
nicotinamide_riboside_epigenetic_clock,Nicotinamide Riboside,NAD+: NAD+ precursor supplementation intended to boost NAD+ homeostasis,epigenetic clock,epigenetic aging,aging clocks,genomic instability,intervention_to_surrogate,0.66,0.84,0.315,1,37994989,A randomized placebo-controlled trial of nicotinamide riboside in older adults with mild cognitive impairment.,"comitant reduction in epigenetic age as measured by PhenoAge and GrimAge epigenetic clock analyses. In summary, NR significantly increased blood NAD+ concentrations in older adults with MCI. NR was w"
nicotinamide_riboside_met,Nicotinamide Riboside,NAD+: NAD+ precursor supplementation intended to boost NAD+ homeostasis,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,0.59,0.6,0.315,1,31917996,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,"icles were identified and 147 articles (113 preclinical and 34 clinical) met criteria for inclusion. Most studies indicated that the NAD+ precursors NAM, NR, nicotinamide mononucleotide"
nicotinamide_riboside_sasp_panel,Nicotinamide Riboside,NAD+: NAD+ precursor supplementation intended to boost NAD+ homeostasis,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,0.415,0.6,0.315,1,39034866,Systemic aging fuels heart failure: Molecular mechanisms and therapeutic avenues.,Systemic aging fuels heart failure: Molecular mechanisms and therapeutic avenues.. Systemic aging influences various physiological processes and contributes to structural and functional decline in cardiac tissue. These a
nmn_nad_nadh_ratio,Nmn,NAD+: NAD+ therapeutic transported via Slc12a8; restores age-associated decline in neuronal firing and promotes REM sleep,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,0.706,0.576,1.0,15,31917996;33888596;35499054;28068222;29249689;35441939;37068054;37619764;37548938;37683629;34517020;40929245;33199925;33049665;32755581,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis. | Nicotinamide mononucleotide increases muscle insulin sensitivity in prediabetic women. | Nicotinamide mononucleotide (NMN) as an anti-aging health product - Promises and safety concerns.,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.. Nicotinamide adenine dinucleotide (NAD+) is an essential pyridine nucleotide that is present in all living cells. NAD+ acts as an important co
nmn_homa_ir,Nmn,NAD+: NAD+ therapeutic transported via Slc12a8; restores age-associated decline in neuronal firing and promotes REM sleep,HOMA-IR,metabolic,insulin signaling,deregulated nutrient sensing,intervention_to_surrogate,0.66,0.816,0.315,1,36482258,"The efficacy and safety of β-nicotinamide mononucleotide (NMN) supplementation in healthy middle-aged adults: a randomized, multicenter, double-blind, placebo-controlled, parallel-group, dose-dependent clinical trial.","Ai 3.0 calculator), Homeostatic Model Assessment for Insulin Resistance (HOMA-IR), and subjective general health assessment [36-Item Short Form Survey Instrument (SF-36)]. Statistical analys"
nmn_met,Nmn,NAD+: NAD+ therapeutic transported via Slc12a8; restores age-associated decline in neuronal firing and promotes REM sleep,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,0.59,0.6,0.315,1,31917996,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,"icles were identified and 147 articles (113 preclinical and 34 clinical) met criteria for inclusion. Most studies indicated that the NAD+ precursors NAM, NR, nicotinamide mononucleotide"
nmn_parp1,Nmn,NAD+: NAD+ therapeutic transported via Slc12a8; restores age-associated decline in neuronal firing and promotes REM sleep,PARP1,oncology,DNA damage repair,genomic instability,intervention_to_surrogate,0.555,0.44,0.315,1,37683629,NAD+ rescues aging-induced blood-brain barrier damage via the CX43-PARP1 axis.,"NAD+ rescues aging-induced blood-brain barrier damage via the CX43-PARP1 axis.. Blood-brain barrier (BBB) function deteriorates during aging, contributing to cognitive impairment and"
quercetin_sasp_panel,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,0.635,0.693,0.886,6,30616998;36637079;39797437;31542391;32686219;38176315,"Senolytics in idiopathic pulmonary fibrosis: Results from a first-in-human, open-label, pilot study. | Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age. | Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss.","Senolytics in idiopathic pulmonary fibrosis: Results from a first-in-human, open-label, pilot study.. BACKGROUND: Cellular senescence is a key mechanism that drives age-related diseases, but has yet to be targeted therap"
quercetin_triglycerides,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",triglycerides,metabolic,lipid metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.555,0.696,0.315,1,36637079,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.","ed suppression of plasma NEFAs (p = 0.01), reduced fed and fasted plasma triglycerides (both p ≤ 0.04), and improved systemic lipid tolerance (p = 0.006). Collectively, results from this study sug"
quercetin_il6,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,0.51,0.587,0.631,3,36637079;31542391;38176315,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age. | Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease. | Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.","Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.. Aging results in an elevated burden of senescent cells, senescence-associated secretory phen"
quercetin_p16ink4a_expression,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,0.5,0.608,0.815,5,28230051;31542391;30279143;30612898;28608850,Cellular senescence mediates fibrotic pulmonary disease. | Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease. | Fisetin is a senotherapeutic that extends health and lifespan.,"Cellular senescence mediates fibrotic pulmonary disease.. Idiopathic pulmonary fibrosis (IPF) is a fatal disease characterized by interstitial remodelling, leading to compromised lung function. Cellular senescence marker"
quercetin_bdnf,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",BDNF,cardiovascular,neurotrophic signaling,altered intercellular communication,intervention_to_surrogate,0.38,0.52,0.315,1,35935939,Therapeutic application of quercetin in aging-related diseases: SIRT1 as a potential mechanism.,"itochondrial damage, SIRT1/FoxO mediated autophagy, and SIRT1/FoxG1/CREB/BDNF/Trkβ-catenin mediated neuroprotective effects. In this review, we summarized the role of SIRT1 in the improve"
quercetin_nad_nadh_ratio,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,0.38,0.504,0.315,1,35935939,Therapeutic application of quercetin in aging-related diseases: SIRT1 as a potential mechanism.,"Therapeutic application of quercetin in aging-related diseases: SIRT1 as a potential mechanism.. Quercetin, a naturally non-toxic flavonoid within the safe dose range with antioxidant, anti-apoptotic and anti-inflammator"
quercetin_f2,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",F2,cardiovascular,coagulation cascade,altered intercellular communication,intervention_to_surrogate,0.31,0.52,0.315,1,39603038,Xiyangshen Sanqi Danshen granules attenuated D-gal-induced C57BL/6J mouse aging through the AMPK/SIRT1 signaling pathway.,"e protein levels of Ki67, AMPK, SIRT1 and the nuclear translocation of Nrf2 while decreased the protein levels of P21, P53, IL-18, 8-OHdG, nitrotyrosine, and COX-2 and the nuclear trans"
rapamycin_igf_1,Rapamycin,mTOR: mTOR inhibitor; senomorphic that suppresses SASP expression and geroscience-relevant inflammatory signaling,IGF-1,growth signaling,insulin IGF signaling,deregulated nutrient sensing,intervention_to_surrogate,0.485,0.544,0.315,1,39212197,A surge in endogenous spermidine is essential for rapamycin-induced autophagy and longevity.,"A surge in endogenous spermidine is essential for rapamycin-induced autophagy and longevity.. Acute nutrient deprivation (fasting) causes an immediate increase in spermidine biosynthesis in yeast, flies, mice and humans,"
rapamycin_analogs_pten,Rapamycin Analogs,mTOR: mTOR pathway inhibition similar to rapamycin,PTEN,oncology,PI3K AKT mTOR signaling,genomic instability,intervention_to_surrogate,0.485,0.6,0.315,1,27016228,"Tumor mutational analysis of GOG248, a phase II study of temsirolimus or temsirolimus and alternating megestrol acetate and tamoxifen for advanced endometrial cancer (EC): An NRG Oncology/Gynecologic Oncology Group study.","R) 20%; progression-free survival (PFS) median 4.9months] and mutations (PTEN, PIK3CA, PIK3R1, KRAS, CTNNB1, AKT1, TSC1, TSC2, NF1, FBXW7) were explored. RESULTS: Sequencing data was obta"
rapamycin_analogs_fasting_glucose,Rapamycin Analogs,mTOR: mTOR pathway inhibition similar to rapamycin,fasting glucose,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.31,0.576,0.315,1,26463117,Alternative rapamycin treatment regimens mitigate the impact of rapamycin on glucose homeostasis and the immune system.,"d we find that this schedule has a reduced impact on pyruvate tolerance, fasting glucose and insulin levels, beta cell function, and the immune system compared to daily rapamycin treatment. Further,"
ras_inhibitors_met,Ras Inhibitors,renin-angiotensin system inhibition; nephroprotective modulation of RAAS signaling,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,0.497,0.64,0.5,2,28107561;17253471,Beta-blockers for hypertension.,on morbidity and mortality endpoints in adults with hypertension. SEARCH METHODS: The Cochrane Hypertension Information Specialist searched the following databases for randomized control
ras_inhibitors_creatinine,Ras Inhibitors,renin-angiotensin system inhibition; nephroprotective modulation of RAAS signaling,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,0.45,0.616,0.315,1,23576066,To RAS or not to RAS? The evidence for and cautions with renin-angiotensin system inhibition in patients with diabetic kidney disease.,"idney-related outcomes (composite of dialysis initiation, doubling serum creatinine concentration, or death) were increased with ACEI plus ARB or DRI plus ARB combinations. Consequently, dual t"
resveratrol_crp,Resveratrol,validated geroprotector candidate; modulates mitochondrial redox signaling and bioenergetics,CRP,inflammation,inflammation signaling,inflammaging,intervention_to_surrogate,0.555,0.72,0.315,1,35240291,"Role of resveratrol supplementation in regulation of glucose hemostasis, inflammation and oxidative stress in patients with diabetes mellitus type 2: A randomized, placebo-controlled trial.","weeks. Fasting glucose, insulin, HbA1c, lipid profile, TNF- α, IL-6, hs-CRP, MDA & circulatory microRNAs were measured at start and end of 24- week intervention. RESULTS: Out of 110 pat"
resveratrol_hba1c,Resveratrol,validated geroprotector candidate; modulates mitochondrial redox signaling and bioenergetics,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.555,0.776,0.315,1,35240291,"Role of resveratrol supplementation in regulation of glucose hemostasis, inflammation and oxidative stress in patients with diabetes mellitus type 2: A randomized, placebo-controlled trial.","cellulose capsules respectively for 24 weeks. Fasting glucose, insulin, HbA1c, lipid profile, TNF- α, IL-6, hs-CRP, MDA & circulatory microRNAs were measured at start and end of 24- week"
resveratrol_il6,Resveratrol,validated geroprotector candidate; modulates mitochondrial redox signaling and bioenergetics,IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,0.555,0.72,0.315,1,35240291,"Role of resveratrol supplementation in regulation of glucose hemostasis, inflammation and oxidative stress in patients with diabetes mellitus type 2: A randomized, placebo-controlled trial.","Role of resveratrol supplementation in regulation of glucose hemostasis, inflammation and oxidative stress in patients with diabetes mellitus type 2: A randomized, placebo-controlled trial.. OBJECTIVE: The objective was"
resveratrol_fasting_glucose,Resveratrol,validated geroprotector candidate; modulates mitochondrial redox signaling and bioenergetics,fasting glucose,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.555,0.776,0.315,1,35240291,"Role of resveratrol supplementation in regulation of glucose hemostasis, inflammation and oxidative stress in patients with diabetes mellitus type 2: A randomized, placebo-controlled trial.","ily resveratrol 200 mg and cellulose capsules respectively for 24 weeks. Fasting glucose, insulin, HbA1c, lipid profile, TNF- α, IL-6, hs-CRP, MDA & circulatory microRNAs were measured at start and"
resveratrol_igf_1,Resveratrol,validated geroprotector candidate; modulates mitochondrial redox signaling and bioenergetics,IGF-1,growth signaling,insulin IGF signaling,deregulated nutrient sensing,intervention_to_surrogate,0.48,0.624,0.5,2,21840335;30232763,Caloric restriction. | Pharmaceutical Intervention of Aging.,"ed in mediating the CR effect. These are the insulin like growth factor (IGF-1)/insulin signaling pathway, the sirtuin pathway, the adenosine monophosphate (AMP) activated protein kinase ("
resveratrol_nad_nadh_ratio,Resveratrol,validated geroprotector candidate; modulates mitochondrial redox signaling and bioenergetics,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,0.415,0.504,0.315,1,30232763,Pharmaceutical Intervention of Aging.,Pharmaceutical Intervention of Aging.. The aging population represents a significant worldwide socioeconomic challenge. Aging is an inevitable and multifactorial biological process and primary risk factor for most age-re
semaglutide_lean_mass,Semaglutide,GLP1: GLP-1 receptor agonist; metabolic/gerotherapeutic candidate with effects on adiposity and epigenetic aging measures,lean mass,body composition,muscle maintenance,stem cell exhaustion,intervention_to_surrogate,0.695,0.656,0.315,1,38629387,A systematic review of the effect of semaglutide on lean mass: insights from clinical trials.,"A systematic review of the effect of semaglutide on lean mass: insights from clinical trials.. INTRODUCTION: Semaglutide, a glucagon-like peptide-1 receptor agonist, is as"
semaglutide_hba1c,Semaglutide,GLP1: GLP-1 receptor agonist; metabolic/gerotherapeutic candidate with effects on adiposity and epigenetic aging measures,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.592,0.829,0.631,3,28110911;40544432;34170647,"Efficacy and safety of once-weekly semaglutide monotherapy versus placebo in patients with type 2 diabetes (SUSTAIN 1): a double-blind, randomised, placebo-controlled, parallel-group, multinational, multicentre phase 3a trial. | Cagrilintide-Semaglutide in Adults with Overweight or Obesity and Type 2 Diabetes. | Tirzepatide versus Semaglutide Once Weekly in Patients with Type 2 Diabetes.","nd exercise alone for at least 30 days before screening, with a baseline HbA1c of 7·0%-10·0% (53-86 mmol/mol). We randomly assigned participants (2:2:1:1) to either once-weekly subcutaneou"
semaglutide_creatinine,Semaglutide,GLP1: GLP-1 receptor agonist; metabolic/gerotherapeutic candidate with effects on adiposity and epigenetic aging measures,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,0.555,0.616,0.315,1,39455729,Semaglutide in patients with overweight or obesity and chronic kidney disease without diabetes: a randomized double-blind placebo-controlled clinical trial.,"erular filtration rate (eGFR) ≥25 ml min-1 1.73 m-2 and urine albumin-to-creatinine ratio (UACR) ≥30 and <3,500 mg g-1) and body mass index ≥27 kg m-2. Participants were randomized to semagluti"
senolytic_strategies_sasp_panel,Senolytic Strategies,selective elimination of senescent cells to reduce SASP-driven neuroinflammation and microglial dysfunction,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,0.521,0.624,0.815,5,42144205;41139485;41710744;41135083;41535389,"Microglial senescence and epigenetic reprogramming in alzheimer's disease: An immunometabolic perspective. | Deciphering the nexus of aging and pan-cancer: Single-cell sequencing reveals microenvironmental remodeling and cellular drivers. | Harnessing Anthocyanins to Mitigate Inflammation, Dysbiosis, and Aging in the Gastrointestinal Tract.",Microglial senescence and epigenetic reprogramming in alzheimer's disease: An immunometabolic perspective.. Microglial senescence has emerged as a potentially important aging-related mechanism in Alzheimer's disease (AD)
senolytic_strategies_p16ink4a_expression,Senolytic Strategies,selective elimination of senescent cells to reduce SASP-driven neuroinflammation and microglial dysfunction,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,0.451,0.584,0.815,5,41139485;29615539;34135081;37066877;37316516,"Deciphering the nexus of aging and pan-cancer: Single-cell sequencing reveals microenvironmental remodeling and cellular drivers. | Induction, regulation and roles of neural adhesion molecule L1CAM in cellular senescence. | Progressive Cellular Senescence Mediates Renal Dysfunction in Ischemic Nephropathy.","Deciphering the nexus of aging and pan-cancer: Single-cell sequencing reveals microenvironmental remodeling and cellular drivers.. Aging constitutes a major risk factor for pan-cancer development, with epidemiological st"
senolytic_strategies_il6,Senolytic Strategies,selective elimination of senescent cells to reduce SASP-driven neuroinflammation and microglial dysfunction,IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,0.415,0.56,0.315,1,41139485,Deciphering the nexus of aging and pan-cancer: Single-cell sequencing reveals microenvironmental remodeling and cellular drivers.,"Deciphering the nexus of aging and pan-cancer: Single-cell sequencing reveals microenvironmental remodeling and cellular drivers.. Aging constitutes a major risk factor for pan-cancer development, with epidemiological st"
senolytic_therapies_sasp_panel,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,0.59,0.611,0.946,7,39858413;34841261;30860857;40998022;39679454;40011266;37524694,The Intersection of Epigenetics and Senolytics in Mechanisms of Aging and Therapeutic Approaches. | Strategies for Targeting Senescent Cells in Human Disease. | Cellular Senescence as a Mechanism and Target in Chronic Lung Diseases.,"The Intersection of Epigenetics and Senolytics in Mechanisms of Aging and Therapeutic Approaches.. The biological process of aging is influenced by a complex interplay of genetic, environmental, and epigenetic factors. R"
senolytic_therapies_p16ink4a_expression,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,0.44,0.6,0.631,3,30860857;40489332;39368477,Cellular Senescence as a Mechanism and Target in Chronic Lung Diseases. | Precision Reprogramming-Restoring Function to Aged Cells. | Identifying specific functional roles for senescence across cell types.,"Cellular Senescence as a Mechanism and Target in Chronic Lung Diseases.. Cellular senescence is now considered an important driving mechanism for chronic lung diseases, particularly chronic obstructive pulmonary disease"
senolytic_therapies_gpnmb,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,GPNMB,neurodegeneration,neurotransmitter metabolism,loss of proteostasis,intervention_to_surrogate,0.415,0.44,0.315,1,37117524,Senolytic vaccination improves normal and pathological age-related phenotypes and increases lifespan in progeroid mice.,rranted. Here we identify glycoprotein nonmetastatic melanoma protein B (GPNMB) as a molecular target for senolytic therapy. Analysis of transcriptome data from senescent vascular endothel
senolytic_therapies_pten,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,PTEN,oncology,PI3K AKT mTOR signaling,genomic instability,intervention_to_surrogate,0.415,0.44,0.315,1,30860857,Cellular Senescence as a Mechanism and Target in Chronic Lung Diseases.,"eleration of aging and arises from oxidative stress reducing phosphatase PTEN (phosphatase tensin homolog), thereby activating PI3K (phosphoinositide-3-kinase) and mTOR (mammalian target"
senolytic_therapies_kdr,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,KDR,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,0.31,0.44,0.315,1,39368477,Identifying specific functional roles for senescence across cell types.,"er injury. Additionally, targeted reprogramming of p16Ink4a+ ECs through Kdr overexpression markedly reduces liver fibrosis. This study illuminates the functional diversity of p16Ink4a+"
senolytics_sasp_panel,Senolytics,"Selective clearance of senescent cells to reduce SASP-driven inflammation, fibrosis, and functional decline",SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,0.536,0.6,0.886,6,35015337;35912854;32686219;39349637;33262144;33208917,Targeting cellular senescence with senotherapeutics: senolytics and senomorphics. | Cellular senescence: a key therapeutic target in aging and diseases. | Senolytic drugs: from discovery to translation.,"Targeting cellular senescence with senotherapeutics: senolytics and senomorphics.. The concept of geroscience is that since ageing is the greatest risk factor for many diseases and conditions, targeting the ageing proces"
senolytics_nad_nadh_ratio,Senolytics,"Selective clearance of senescent cells to reduce SASP-driven inflammation, fibrosis, and functional decline",NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,0.485,0.584,0.315,1,38181790,Human trials exploring anti-aging medicines.,"Human trials exploring anti-aging medicines.. Here, we summarize the current knowledge on eight promising drugs and natural compounds that have been tested in the clinic: metformin, NAD+ precursors, glucagon-like peptide"
sglt_2_inhibitors_hba1c,Sglt-2 Inhibitors,SGLT2 blockade to increase urinary glucose excretion; cardiometabolic and geroprotective relevance in older adults with type 2 diabetes,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.555,0.776,0.315,1,38925801,"SGLT-2 inhibitors, GLP-1 receptor agonists, and DPP-4 inhibitors and risk of hyperkalemia among people with type 2 diabetes in clinical practice: population based cohort study.","SGLT-2 inhibitors, GLP-1 receptor agonists, and DPP-4 inhibitors and risk of hyperkalemia among people with type 2 diabetes in clinical practice: population based cohort study.. OBJECTIVES: To evaluate the comparative ef"
sglt2_inhibitors_creatinine,Sglt2 Inhibitors,"Block renal sodium-glucose cotransporter 2 to promote glycosuria; may mimic caloric restriction/ketogenic metabolism, reduce inflammation and senescent cell burden, and modulate SASP",creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,0.585,0.656,0.5,2,41203232;37876229,SGLT2 Inhibitors and Kidney Outcomes by Glomerular Filtration Rate and Albuminuria: A Meta-Analysis. | Effect of SGLT2 Inhibitors on Discontinuation of Renin-angiotensin System Blockade: A Joint Analysis of the CREDENCE and DAPA-CKD Trials.,"ion rate (eGFR) or degree of albuminuria, measured by urinary albumin to creatinine ratio (UACR), modifies the effects of SGLT2 inhibitors on kidney outcomes. DATA SOURCES: SGLT2 inhibitor tria"
sglt2_inhibitors_nt_probnp,Sglt2 Inhibitors,"Block renal sodium-glucose cotransporter 2 to promote glycosuria; may mimic caloric restriction/ketogenic metabolism, reduce inflammation and senescent cell burden, and modulate SASP",NT-proBNP,cardiovascular,cardiac stress,altered intercellular communication,intervention_to_surrogate,0.555,0.68,0.315,1,39400108,Empagliflozin and other SGLT2 inhibitors in patients with heart failure and preserved ejection fraction: a systematic review and meta-analysis.,"al fibrillation or flutter, diabetes mellitus, sex, body mass index, and nt-proBNP. The included studies were of moderate to high quality. CONCLUSION: For individuals with HFpEF, SGLT2 inhibit"
sglt2_inhibitors_hba1c,Sglt2 Inhibitors,"Block renal sodium-glucose cotransporter 2 to promote glycosuria; may mimic caloric restriction/ketogenic metabolism, reduce inflammation and senescent cell burden, and modulate SASP",HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.515,0.816,0.5,2,39899304;30706731,"Age and Sex Differences in Efficacy of Treatments for Type 2 Diabetes: A Network Meta-Analysis. | Pioglitazone: The forgotten, cost-effective cardioprotective drug for type 2 diabetes.",twork meta-regression models. MAIN OUTCOME AND MEASURES: Hemoglobin A1c (HbA1c) and MACEs. RESULTS: Of the 601 eligible trials identified (592 trials with 309 503 participants reported HbA
sodium_glucose_cotransporter_2_inhibitors_hba1c,Sodium-Glucose Cotransporter-2 Inhibitors,metabolic modulators; SGLT2 inhibition highlighted as a targeted intervention in aging-related fibrotic disease,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.45,0.656,0.315,1,29735306,Renoprotective effects of sodium-glucose cotransporter-2 inhibitors.,"improvements in several cardiovascular and renal risk factors, including HbA1c, blood pressure, weight, renal hyperfiltration, and albuminuria. However, as with other antihyperglycemic dru"
sodium_glucose_cotransporter_2_inhibitors_met,Sodium-Glucose Cotransporter-2 Inhibitors,metabolic modulators; SGLT2 inhibition highlighted as a targeted intervention in aging-related fibrotic disease,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,0.45,0.48,0.315,1,41029336,"Type 2 diabetes, sodium-glucose cotransporter-2 inhibitors and cardiovascular outcomes: real world evidence versus a randomised clinical trial.","lations limit their generalizability to real-world practice. Substantial methodological advances now enable robust estimation of absolute risks, risk differences, and continuous on-treat"
spermidine_igf_1,Spermidine,"autophagy: Autophagy inducer; mitigates immune cell senescence, reduces p16/mTOR-associated senescence features, and enhances B-cell memory and vaccine responsiveness",IGF-1,growth signaling,insulin IGF signaling,deregulated nutrient sensing,intervention_to_surrogate,0.48,0.544,0.5,2,39212197;31631676,A surge in endogenous spermidine is essential for rapamycin-induced autophagy and longevity. | Nutrition and longevity - From mechanisms to uncertainties.,"A surge in endogenous spermidine is essential for rapamycin-induced autophagy and longevity.. Acute nutrient deprivation (fasting) causes an immediate increase in spermidine biosynthesis in yeast, flies, mice and humans,"
spermidine_nad_nadh_ratio,Spermidine,"autophagy: Autophagy inducer; mitigates immune cell senescence, reduces p16/mTOR-associated senescence features, and enhances B-cell memory and vaccine responsiveness",NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,0.48,0.544,0.5,2,38181790;32467649,Human trials exploring anti-aging medicines. | The quest to slow ageing through drug discovery.,"Human trials exploring anti-aging medicines.. Here, we summarize the current knowledge on eight promising drugs and natural compounds that have been tested in the clinic: metformin, NAD+ precursors, glucagon-like peptide"
spermidine_telomere_length,Spermidine,"autophagy: Autophagy inducer; mitigates immune cell senescence, reduces p16/mTOR-associated senescence features, and enhances B-cell memory and vaccine responsiveness",telomere length,cellular aging,replicative aging,genomic instability,intervention_to_surrogate,0.415,0.488,0.315,1,31631676,Nutrition and longevity - From mechanisms to uncertainties.,"or rodents. In humans, certain healthy foods are associated with longer telomere length, and reductions in protein intake with lower IGF-1 levels, respectively, both relations being associated with"
spermidine_bdnf,Spermidine,"autophagy: Autophagy inducer; mitigates immune cell senescence, reduces p16/mTOR-associated senescence features, and enhances B-cell memory and vaccine responsiveness",BDNF,cardiovascular,neurotrophic signaling,altered intercellular communication,intervention_to_surrogate,0.38,0.52,0.315,1,32268299,Spermidine and spermine delay brain aging by inducing autophagy in SAMP8 mice.,"he expression of neurotrophic factors, including NGF, PSD95and PSD93 and BDNF in neurons of SAMP8 mice. These results indicated that the effect of spermidine and spermine on anti-aging is"
tirzepatide_hba1c,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.693,0.923,0.886,6,37758044;37385275;41406444;34186022;35133415;34170647,"Comparison of tirzepatide and dulaglutide on major adverse cardiovascular events in participants with type 2 diabetes and atherosclerotic cardiovascular disease: SURPASS-CVOT design and baseline characteristics. | Tirzepatide once weekly for the treatment of obesity in people with type 2 diabetes (SURMOUNT-2): a double-blind, randomised, multicentre, placebo-controlled, phase 3 trial. | Cardiovascular Outcomes with Tirzepatide versus Dulaglutide in Type 2 Diabetes.","2 diabetes aged ≥40 years, with established atherosclerotic CV disease, HbA1c ≥7% to ≤10.5%, and body mass index ≥25 kg/m2 were randomized 1:1 to once weekly subcutaneous injection of eit"
