pair_id,intervention_id,surrogate_id,split,intervention,mechanism_hint,surrogate,surrogate_category,pathway,hallmark,evidence_score,surrogate_confidence,literature_support,article_count,similar_interventions,recommendation_reason,embedding_text
nicotinamide_riboside_fasting_insulin,nicotinamide_riboside,fasting_insulin,train,Nicotinamide Riboside,NAD+ precursor supporting mitochondrial energetics,fasting insulin,metabolic,insulin signaling,deregulated nutrient sensing,0.68,0.6,0.57,3,NMN|Metformin|Spermidine,Useful if the intervention narrative extends into metabolic flexibility.,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Useful if the intervention narrative extends into metabolic flexibility.
nicotinamide_riboside_crp,nicotinamide_riboside,crp,train,Nicotinamide Riboside,NAD+ precursor supporting mitochondrial energetics,CRP,inflammation,inflammation signaling,inflammaging,0.66,0.55,0.56,3,NMN|Metformin|Spermidine,Optional inflammation surrogate when energetic improvement also reduces stress burden.,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.660. Surrogate confidence: 0.550. Literature support: 0.560. Reason: Optional inflammation surrogate when energetic improvement also reduces stress burden.
nicotinamide_riboside_il6,nicotinamide_riboside,il6,train,Nicotinamide Riboside,NAD+ precursor supporting mitochondrial energetics,IL6,inflammation,cytokine signaling,inflammaging,0.64,0.53,0.54,3,NMN|Metformin|Spermidine,Complements CRP for inflammaging-aware positioning.,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.640. Surrogate confidence: 0.530. Literature support: 0.540. Reason: Complements CRP for inflammaging-aware positioning.
rapamycin_il6,rapamycin,il6,val,Rapamycin,mTOR inhibition and autophagy,IL6,inflammation,cytokine signaling,inflammaging,0.82,0.71,0.74,5,Spermidine|Metformin|NMN,Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.
rapamycin_crp,rapamycin,crp,val,Rapamycin,mTOR inhibition and autophagy,CRP,inflammation,inflammation signaling,inflammaging,0.78,0.66,0.72,5,Spermidine|Metformin|NMN,Accessible systemic inflammation surrogate for rapamycin-like interventions.,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.780. Surrogate confidence: 0.660. Literature support: 0.720. Reason: Accessible systemic inflammation surrogate for rapamycin-like interventions.
rapamycin_epigenetic_clock,rapamycin,epigenetic_clock,val,Rapamycin,mTOR inhibition and autophagy,epigenetic clock,epigenetic aging,aging clocks,genomic instability,0.76,0.8,0.62,3,Spermidine|Metformin|NMN,Longer-horizon systems-level surrogate for biological age modulation.,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.800. Literature support: 0.620. Reason: Longer-horizon systems-level surrogate for biological age modulation.
rapamycin_igf_1,rapamycin,igf_1,val,Rapamycin,mTOR inhibition and autophagy,IGF-1,growth signaling,insulin IGF signaling,deregulated nutrient sensing,0.74,0.68,0.66,4,Spermidine|Metformin|NMN,Nutrient-sensing related biomarker consistent with upstream pathway modulation.,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IGF-1. Biomarker category: growth signaling. Pathway: insulin IGF signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.740. Surrogate confidence: 0.680. Literature support: 0.660. Reason: Nutrient-sensing related biomarker consistent with upstream pathway modulation.
rapamycin_fasting_insulin,rapamycin,fasting_insulin,val,Rapamycin,mTOR inhibition and autophagy,fasting insulin,metabolic,insulin signaling,deregulated nutrient sensing,0.7,0.61,0.58,3,Spermidine|Metformin|NMN,Useful when rapamycin-like effects spill into insulin signaling or metabolic adaptation.,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.580. Reason: Useful when rapamycin-like effects spill into insulin signaling or metabolic adaptation.
rapamycin_gdf15,rapamycin,gdf15,val,Rapamycin,mTOR inhibition and autophagy,GDF15,stress response,integrated stress response,cellular senescence,0.68,0.6,0.57,3,Spermidine|Metformin|NMN,Stress-response marker that can capture systemic adaptation and tolerability signals.,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Stress-response marker that can capture systemic adaptation and tolerability signals.
resveratrol_crp,resveratrol,crp,train,Resveratrol,stress-response signaling and metabolic modulation,CRP,inflammation,inflammation signaling,inflammaging,0.74,0.64,0.67,5,Fisetin|Metformin|Spermidine,Straightforward inflammation surrogate for stress-response modulation.,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.740. Surrogate confidence: 0.640. Literature support: 0.670. Reason: Straightforward inflammation surrogate for stress-response modulation.
resveratrol_il6,resveratrol,il6,train,Resveratrol,stress-response signaling and metabolic modulation,IL6,inflammation,cytokine signaling,inflammaging,0.72,0.62,0.64,5,Fisetin|Metformin|Spermidine,Useful cytokine-level readout for inflammaging claims.,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.620. Literature support: 0.640. Reason: Useful cytokine-level readout for inflammaging claims.
resveratrol_homa_ir,resveratrol,homa_ir,train,Resveratrol,stress-response signaling and metabolic modulation,HOMA-IR,metabolic,insulin signaling,deregulated nutrient sensing,0.71,0.64,0.61,4,Fisetin|Metformin|Spermidine,Summarizes insulin-resistance shifts in a single surrogate.,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: HOMA-IR. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.710. Surrogate confidence: 0.640. Literature support: 0.610. Reason: Summarizes insulin-resistance shifts in a single surrogate.
resveratrol_tnf_alpha,resveratrol,tnf_alpha,train,Resveratrol,stress-response signaling and metabolic modulation,TNF-alpha,inflammation,cytokine signaling,inflammaging,0.7,0.6,0.62,4,Fisetin|Metformin|Spermidine,Adds mechanistic depth to anti-inflammatory positioning.,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: TNF-alpha. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.600. Literature support: 0.620. Reason: Adds mechanistic depth to anti-inflammatory positioning.
resveratrol_fasting_glucose,resveratrol,fasting_glucose,train,Resveratrol,stress-response signaling and metabolic modulation,fasting glucose,metabolic,glucose metabolism,deregulated nutrient sensing,0.69,0.61,0.6,4,Fisetin|Metformin|Spermidine,Good metabolic readout when resveratrol is framed around insulin sensitivity.,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.690. Surrogate confidence: 0.610. Literature support: 0.600. Reason: Good metabolic readout when resveratrol is framed around insulin sensitivity.
resveratrol_triglycerides,resveratrol,triglycerides,train,Resveratrol,stress-response signaling and metabolic modulation,triglycerides,metabolic,lipid metabolism,deregulated nutrient sensing,0.68,0.58,0.59,4,Fisetin|Metformin|Spermidine,Useful lipid readout for broader cardiometabolic benefit.,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.680. Surrogate confidence: 0.580. Literature support: 0.590. Reason: Useful lipid readout for broader cardiometabolic benefit.
semaglutide_hba1c,semaglutide,hba1c,test,Semaglutide,GLP-1 receptor agonism and satiety signaling,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,0.9,0.89,0.86,8,Liraglutide|Metformin|Empagliflozin,High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.
semaglutide_fasting_glucose,semaglutide,fasting_glucose,test,Semaglutide,GLP-1 receptor agonism and satiety signaling,fasting glucose,metabolic,glucose metabolism,deregulated nutrient sensing,0.87,0.85,0.82,7,Liraglutide|Metformin|Empagliflozin,Rapid readout of improved glucose regulation.,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.870. Surrogate confidence: 0.850. Literature support: 0.820. Reason: Rapid readout of improved glucose regulation.
semaglutide_body_fat_percentage,semaglutide,body_fat_percentage,test,Semaglutide,GLP-1 receptor agonism and satiety signaling,body fat percentage,body composition,energy balance,deregulated nutrient sensing,0.84,0.78,0.8,6,Liraglutide|Metformin|Empagliflozin,Strong body-composition surrogate consistent with satiety-driven weight reduction.,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.780. Literature support: 0.800. Reason: Strong body-composition surrogate consistent with satiety-driven weight reduction.
semaglutide_fasting_insulin,semaglutide,fasting_insulin,test,Semaglutide,GLP-1 receptor agonism and satiety signaling,fasting insulin,metabolic,insulin signaling,deregulated nutrient sensing,0.83,0.8,0.75,6,Liraglutide|Metformin|Empagliflozin,Captures improved insulin sensitivity and lower insulin demand.,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.830. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Captures improved insulin sensitivity and lower insulin demand.
semaglutide_triglycerides,semaglutide,triglycerides,test,Semaglutide,GLP-1 receptor agonism and satiety signaling,triglycerides,metabolic,lipid metabolism,deregulated nutrient sensing,0.79,0.7,0.72,5,Liraglutide|Metformin|Empagliflozin,Useful cardiometabolic surrogate beyond glycemia alone.,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.790. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Useful cardiometabolic surrogate beyond glycemia alone.
semaglutide_ldl_c,semaglutide,ldl_c,test,Semaglutide,GLP-1 receptor agonism and satiety signaling,LDL-C,metabolic,lipid metabolism,deregulated nutrient sensing,0.73,0.63,0.67,4,Liraglutide|Metformin|Empagliflozin,Relevant when positioning semaglutide-like compounds in cardiometabolic aging.,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: LDL-C. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.730. Surrogate confidence: 0.630. Literature support: 0.670. Reason: Relevant when positioning semaglutide-like compounds in cardiometabolic aging.
spermidine_epigenetic_clock,spermidine,epigenetic_clock,train,Spermidine,autophagy induction and cellular maintenance,epigenetic clock,epigenetic aging,aging clocks,genomic instability,0.76,0.78,0.6,3,Rapamycin|NMN|Resveratrol,Useful high-level aging surrogate for autophagy-focused interventions.,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.780. Literature support: 0.600. Reason: Useful high-level aging surrogate for autophagy-focused interventions.
spermidine_crp,spermidine,crp,train,Spermidine,autophagy induction and cellular maintenance,CRP,inflammation,inflammation signaling,inflammaging,0.7,0.61,0.6,4,Rapamycin|NMN|Resveratrol,Inflammation readout aligned with healthier systemic aging trajectories.,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.600. Reason: Inflammation readout aligned with healthier systemic aging trajectories.
spermidine_il6,spermidine,il6,train,Spermidine,autophagy induction and cellular maintenance,IL6,inflammation,cytokine signaling,inflammaging,0.68,0.59,0.58,4,Rapamycin|NMN|Resveratrol,Pairs well with CRP for inflammaging-aware reasoning.,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.680. Surrogate confidence: 0.590. Literature support: 0.580. Reason: Pairs well with CRP for inflammaging-aware reasoning.
spermidine_mtdna_copy_number,spermidine,mtdna_copy_number,train,Spermidine,autophagy induction and cellular maintenance,mtDNA copy number,mitochondrial,mitochondrial maintenance,mitochondrial dysfunction,0.67,0.57,0.54,3,Rapamycin|NMN|Resveratrol,Supports the cellular-maintenance and mitochondrial-quality narrative.,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.670. Surrogate confidence: 0.570. Literature support: 0.540. Reason: Supports the cellular-maintenance and mitochondrial-quality narrative.
spermidine_gdf15,spermidine,gdf15,train,Spermidine,autophagy induction and cellular maintenance,GDF15,stress response,integrated stress response,cellular senescence,0.66,0.58,0.55,3,Rapamycin|NMN|Resveratrol,Stress-response biomarker for systemic adaptation and resilience.,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.660. Surrogate confidence: 0.580. Literature support: 0.550. Reason: Stress-response biomarker for systemic adaptation and resilience.
