triplet_id,split,task_type,anchor_text,positive_id,positive_text,negative_id,negative_text,negative_strategy,target_intervention,target_surrogate
triplet_pair_empagliflozin_crp,train,query_to_pair,Recommend a surrogate biomarker for Empagliflozin with mechanism SGLT2 inhibition and glucosuria-driven metabolic unloading focusing on inflammation signaling and inflammaging.,pair:empagliflozin_crp,Drug intervention: Empagliflozin. Mechanism: SGLT2 inhibition and glucosuria-driven metabolic unloading. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.600. Literature support: 0.610. Reason: Secondary systemic inflammation surrogate for broader metabolic improvement.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Empagliflozin,CRP
triplet_surrogate_empagliflozin_crp,train,query_to_surrogate,Recommend a surrogate biomarker for Empagliflozin with mechanism SGLT2 inhibition and glucosuria-driven metabolic unloading focusing on inflammation signaling and inflammaging.,surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",same_category,Empagliflozin,CRP
triplet_pair_fisetin_sasp_panel,train,query_to_pair,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on secretory phenotype and cellular senescence.,pair:fisetin_sasp_panel,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: SASP panel. Biomarker category: senescence. Pathway: secretory phenotype. Aging hallmark: cellular senescence. Evidence score: 0.840. Surrogate confidence: 0.780. Literature support: 0.700. Reason: Captures the senescence-linked secretory phenotype targeted by fisetin-like compounds.,pair:dasatinib_quercetin_sasp_panel,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: SASP panel. Biomarker category: senescence. Pathway: secretory phenotype. Aging hallmark: cellular senescence. Evidence score: 0.900. Surrogate confidence: 0.840. Literature support: 0.790. Reason: Best match when the intervention claim is senolysis and reduced secretory phenotype.,same_category,Fisetin,SASP panel
triplet_surrogate_fisetin_sasp_panel,train,query_to_surrogate,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on secretory phenotype and cellular senescence.,surrogate:sasp_panel,"Surrogate biomarker: SASP panel. Category: senescence. Pathways: secretory phenotype. Aging hallmarks: cellular senescence. Observed across interventions: Dasatinib + Quercetin, Fisetin.",surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",fallback,Fisetin,SASP panel
triplet_pair_fisetin_p16ink4a_expression,train,query_to_pair,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on cell cycle arrest and cellular senescence.,pair:fisetin_p16ink4a_expression,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: p16INK4a expression. Biomarker category: senescence. Pathway: cell cycle arrest. Aging hallmark: cellular senescence. Evidence score: 0.810. Surrogate confidence: 0.770. Literature support: 0.660. Reason: Useful senescence-burden surrogate for a flavonoid senolytic story.,pair:dasatinib_quercetin_sasp_panel,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: SASP panel. Biomarker category: senescence. Pathway: secretory phenotype. Aging hallmark: cellular senescence. Evidence score: 0.900. Surrogate confidence: 0.840. Literature support: 0.790. Reason: Best match when the intervention claim is senolysis and reduced secretory phenotype.,same_category,Fisetin,p16INK4a expression
triplet_surrogate_fisetin_p16ink4a_expression,train,query_to_surrogate,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on cell cycle arrest and cellular senescence.,surrogate:p16ink4a_expression,"Surrogate biomarker: p16INK4a expression. Category: senescence. Pathways: cell cycle arrest. Aging hallmarks: cellular senescence. Observed across interventions: Dasatinib + Quercetin, Fisetin.",surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",fallback,Fisetin,p16INK4a expression
triplet_pair_fisetin_il6,train,query_to_pair,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on cytokine signaling and inflammaging.,pair:fisetin_il6,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.760. Surrogate confidence: 0.680. Literature support: 0.660. Reason: Inflammaging-linked cytokine with strong demo interpretability.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Fisetin,IL6
triplet_surrogate_fisetin_il6,train,query_to_surrogate,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on cytokine signaling and inflammaging.,surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",same_category,Fisetin,IL6
triplet_pair_fisetin_tnf_alpha,train,query_to_pair,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on cytokine signaling and inflammaging.,pair:fisetin_tnf_alpha,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: TNF-alpha. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.740. Surrogate confidence: 0.650. Literature support: 0.640. Reason: Supports inflammation-resolution claims around fisetin.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Fisetin,TNF-alpha
triplet_surrogate_fisetin_tnf_alpha,train,query_to_surrogate,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on cytokine signaling and inflammaging.,surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",same_category,Fisetin,TNF-alpha
triplet_pair_fisetin_gdf15,train,query_to_pair,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on integrated stress response and cellular senescence.,pair:fisetin_gdf15,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.690. Surrogate confidence: 0.600. Literature support: 0.580. Reason: Stress-response surrogate for systemic adaptation and tissue burden.,pair:metformin_gdf15,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.800. Surrogate confidence: 0.740. Literature support: 0.720. Reason: Mechanistically relevant stress-response biomarker frequently discussed for metformin exposure and response.,same_category,Fisetin,GDF15
triplet_surrogate_fisetin_gdf15,train,query_to_surrogate,Recommend a surrogate biomarker for Fisetin with mechanism senolytic flavonoid with anti-inflammatory and stress-response effects focusing on integrated stress response and cellular senescence.,surrogate:gdf15,"Surrogate biomarker: GDF15. Category: stress response. Pathways: integrated stress response. Aging hallmarks: cellular senescence. Observed across interventions: Metformin, Dasatinib + Quercetin, Fisetin, Rapamycin, Spermidine.",surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",fallback,Fisetin,GDF15
triplet_pair_liraglutide_hba1c,train,query_to_pair,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on glucose metabolism and deregulated nutrient sensing.,pair:liraglutide_hba1c,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.880. Surrogate confidence: 0.860. Literature support: 0.830. Reason: Reliable glycemic surrogate with strong translational familiarity.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Liraglutide,HbA1c
triplet_surrogate_liraglutide_hba1c,train,query_to_surrogate,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on glucose metabolism and deregulated nutrient sensing.,surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Liraglutide,HbA1c
triplet_pair_liraglutide_fasting_glucose,train,query_to_pair,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on glucose metabolism and deregulated nutrient sensing.,pair:liraglutide_fasting_glucose,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.850. Surrogate confidence: 0.820. Literature support: 0.790. Reason: Direct metabolic readout for GLP-1 driven intervention response.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Liraglutide,fasting glucose
triplet_surrogate_liraglutide_fasting_glucose,train,query_to_surrogate,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on glucose metabolism and deregulated nutrient sensing.,surrogate:fasting_glucose,"Surrogate biomarker: fasting glucose. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Empagliflozin, Resveratrol.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Liraglutide,fasting glucose
triplet_pair_liraglutide_body_fat_percentage,train,query_to_pair,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on energy balance and deregulated nutrient sensing.,pair:liraglutide_body_fat_percentage,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.820. Surrogate confidence: 0.750. Literature support: 0.760. Reason: Good demo-friendly surrogate for adiposity reduction over months.,pair:semaglutide_body_fat_percentage,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.780. Literature support: 0.800. Reason: Strong body-composition surrogate consistent with satiety-driven weight reduction.,same_category,Liraglutide,body fat percentage
triplet_surrogate_liraglutide_body_fat_percentage,train,query_to_surrogate,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on energy balance and deregulated nutrient sensing.,surrogate:body_fat_percentage,"Surrogate biomarker: body fat percentage. Category: body composition. Pathways: energy balance. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Empagliflozin.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_hallmark,Liraglutide,body fat percentage
triplet_pair_liraglutide_fasting_insulin,train,query_to_pair,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on insulin signaling and deregulated nutrient sensing.,pair:liraglutide_fasting_insulin,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.800. Surrogate confidence: 0.770. Literature support: 0.720. Reason: Useful if the pitch emphasizes insulin sensitivity improvement.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Liraglutide,fasting insulin
triplet_surrogate_liraglutide_fasting_insulin,train,query_to_surrogate,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on insulin signaling and deregulated nutrient sensing.,surrogate:fasting_insulin,"Surrogate biomarker: fasting insulin. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Semaglutide, Liraglutide, Acarbose, Empagliflozin, Rapamycin, NMN, Nicotinamide Riboside.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Liraglutide,fasting insulin
triplet_pair_liraglutide_triglycerides,train,query_to_pair,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on lipid metabolism and deregulated nutrient sensing.,pair:liraglutide_triglycerides,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.760. Surrogate confidence: 0.670. Literature support: 0.680. Reason: Practical lipid surrogate to show broader cardiometabolic effect.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Liraglutide,triglycerides
triplet_surrogate_liraglutide_triglycerides,train,query_to_surrogate,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on lipid metabolism and deregulated nutrient sensing.,surrogate:triglycerides,"Surrogate biomarker: triglycerides. Category: metabolic. Pathways: lipid metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Resveratrol.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Liraglutide,triglycerides
triplet_pair_liraglutide_crp,train,query_to_pair,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on inflammation signaling and inflammaging.,pair:liraglutide_crp,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.620. Literature support: 0.630. Reason: Links metabolic response to reduced chronic low-grade inflammation.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Liraglutide,CRP
triplet_surrogate_liraglutide_crp,train,query_to_surrogate,Recommend a surrogate biomarker for Liraglutide with mechanism GLP-1 receptor agonism and metabolic regulation focusing on inflammation signaling and inflammaging.,surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",same_category,Liraglutide,CRP
triplet_pair_metformin_hba1c,train,query_to_pair,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on glucose metabolism and deregulated nutrient sensing.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,same_category,Metformin,HbA1c
triplet_surrogate_metformin_hba1c,train,query_to_surrogate,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on glucose metabolism and deregulated nutrient sensing.,surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",surrogate:fasting_glucose,"Surrogate biomarker: fasting glucose. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Empagliflozin, Resveratrol.",same_category,Metformin,HbA1c
triplet_pair_metformin_fasting_insulin,train,query_to_pair,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on insulin signaling and deregulated nutrient sensing.,pair:metformin_fasting_insulin,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.860. Surrogate confidence: 0.840. Literature support: 0.800. Reason: Useful for early readout of improved insulin sensitivity downstream of AMPK activation.,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,same_category,Metformin,fasting insulin
triplet_surrogate_metformin_fasting_insulin,train,query_to_surrogate,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on insulin signaling and deregulated nutrient sensing.,surrogate:fasting_insulin,"Surrogate biomarker: fasting insulin. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Semaglutide, Liraglutide, Acarbose, Empagliflozin, Rapamycin, NMN, Nicotinamide Riboside.",surrogate:fasting_glucose,"Surrogate biomarker: fasting glucose. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Empagliflozin, Resveratrol.",same_category,Metformin,fasting insulin
triplet_pair_metformin_homa_ir,train,query_to_pair,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on insulin signaling and deregulated nutrient sensing.,pair:metformin_homa_ir,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HOMA-IR. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.820. Literature support: 0.780. Reason: Composite insulin-resistance surrogate aligned with metabolic flexibility claims.,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,same_category,Metformin,HOMA-IR
triplet_surrogate_metformin_homa_ir,train,query_to_surrogate,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on insulin signaling and deregulated nutrient sensing.,surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",surrogate:fasting_glucose,"Surrogate biomarker: fasting glucose. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Empagliflozin, Resveratrol.",same_category,Metformin,HOMA-IR
triplet_pair_metformin_gdf15,train,query_to_pair,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on integrated stress response and cellular senescence.,pair:metformin_gdf15,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.800. Surrogate confidence: 0.740. Literature support: 0.720. Reason: Mechanistically relevant stress-response biomarker frequently discussed for metformin exposure and response.,pair:dasatinib_quercetin_gdf15,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.730. Surrogate confidence: 0.640. Literature support: 0.610. Reason: Stress and tissue-dysfunction marker useful for translational follow-up.,same_category,Metformin,GDF15
triplet_surrogate_metformin_gdf15,train,query_to_surrogate,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on integrated stress response and cellular senescence.,surrogate:gdf15,"Surrogate biomarker: GDF15. Category: stress response. Pathways: integrated stress response. Aging hallmarks: cellular senescence. Observed across interventions: Metformin, Dasatinib + Quercetin, Fisetin, Rapamycin, Spermidine.",surrogate:sasp_panel,"Surrogate biomarker: SASP panel. Category: senescence. Pathways: secretory phenotype. Aging hallmarks: cellular senescence. Observed across interventions: Dasatinib + Quercetin, Fisetin.",same_hallmark,Metformin,GDF15
triplet_pair_metformin_crp,train,query_to_pair,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on inflammation signaling and inflammaging.,pair:metformin_crp,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.750. Surrogate confidence: 0.660. Literature support: 0.700. Reason: Captures the inflammatory spillover often improved when metabolic control improves.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Metformin,CRP
triplet_surrogate_metformin_crp,train,query_to_surrogate,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on inflammation signaling and inflammaging.,surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",same_category,Metformin,CRP
