doc_id,doc_type,title,text,split,source_id,ranking_weight
pair:dasatinib_quercetin_p16ink4a_expression,pair,Dasatinib + Quercetin -> p16INK4a expression,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: p16INK4a expression. Biomarker category: senescence. Pathway: cell cycle arrest. Aging hallmark: cellular senescence. Evidence score: 0.880. Surrogate confidence: 0.850. Literature support: 0.760. Reason: Mechanistically close surrogate for senescent cell burden reduction.,test,dasatinib_quercetin_p16ink4a_expression,0.868
pair:dasatinib_quercetin_il6,pair,Dasatinib + Quercetin -> IL6,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.800. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Inflammatory cytokine linked to SASP and inflammaging.,test,dasatinib_quercetin_il6,0.76
pair:dasatinib_quercetin_tnf_alpha,pair,Dasatinib + Quercetin -> TNF-alpha,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: TNF-alpha. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.760. Surrogate confidence: 0.660. Literature support: 0.680. Reason: Supports the anti-inflammatory senescence-clearance story.,test,dasatinib_quercetin_tnf_alpha,0.72
pair:dasatinib_quercetin_gdf15,pair,Dasatinib + Quercetin -> GDF15,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.730. Surrogate confidence: 0.640. Literature support: 0.610. Reason: Stress and tissue-dysfunction marker useful for translational follow-up.,test,dasatinib_quercetin_gdf15,0.694
pair:dasatinib_quercetin_crp,pair,Dasatinib + Quercetin -> CRP,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.690. Surrogate confidence: 0.580. Literature support: 0.570. Reason: Easy-to-explain systemic inflammation surrogate for demos.,test,dasatinib_quercetin_crp,0.646
pair:empagliflozin_hba1c,pair,Empagliflozin -> HbA1c,Drug intervention: Empagliflozin. Mechanism: SGLT2 inhibition and glucosuria-driven metabolic unloading. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.860. Surrogate confidence: 0.840. Literature support: 0.800. Reason: Established glycemic surrogate for SGLT2-mediated glucose unloading.,train,empagliflozin_hba1c,0.852
pair:empagliflozin_fasting_glucose,pair,Empagliflozin -> fasting glucose,Drug intervention: Empagliflozin. Mechanism: SGLT2 inhibition and glucosuria-driven metabolic unloading. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.820. Surrogate confidence: 0.790. Literature support: 0.760. Reason: Direct readout of improved glucose handling.,train,empagliflozin_fasting_glucose,0.808
pair:empagliflozin_nt_probnp,pair,Empagliflozin -> NT-proBNP,Drug intervention: Empagliflozin. Mechanism: SGLT2 inhibition and glucosuria-driven metabolic unloading. Recommended surrogate: NT-proBNP. Biomarker category: cardiovascular. Pathway: cardiac stress. Aging hallmark: altered intercellular communication. Evidence score: 0.800. Surrogate confidence: 0.730. Literature support: 0.710. Reason: Useful cardio-renal stress surrogate for interventions positioned around resilience and risk reduction.,train,empagliflozin_nt_probnp,0.772
pair:empagliflozin_fasting_insulin,pair,Empagliflozin -> fasting insulin,Drug intervention: Empagliflozin. Mechanism: SGLT2 inhibition and glucosuria-driven metabolic unloading. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.760. Surrogate confidence: 0.720. Literature support: 0.680. Reason: Helpful if the study narrative includes improved insulin economy.,train,empagliflozin_fasting_insulin,0.744
pair:empagliflozin_body_fat_percentage,pair,Empagliflozin -> body fat percentage,Drug intervention: Empagliflozin. Mechanism: SGLT2 inhibition and glucosuria-driven metabolic unloading. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.740. Surrogate confidence: 0.660. Literature support: 0.630. Reason: Captures part of the body-composition response in metabolic trials.,train,empagliflozin_body_fat_percentage,0.708
pair:empagliflozin_crp,pair,Empagliflozin -> CRP,Drug intervention: Empagliflozin. Mechanism: SGLT2 inhibition and glucosuria-driven metabolic unloading. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.600. Literature support: 0.610. Reason: Secondary systemic inflammation surrogate for broader metabolic improvement.,train,empagliflozin_crp,0.66
pair:fisetin_sasp_panel,pair,Fisetin -> SASP panel,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: SASP panel. Biomarker category: senescence. Pathway: secretory phenotype. Aging hallmark: cellular senescence. Evidence score: 0.840. Surrogate confidence: 0.780. Literature support: 0.700. Reason: Captures the senescence-linked secretory phenotype targeted by fisetin-like compounds.,train,fisetin_sasp_panel,0.816
pair:fisetin_p16ink4a_expression,pair,Fisetin -> p16INK4a expression,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: p16INK4a expression. Biomarker category: senescence. Pathway: cell cycle arrest. Aging hallmark: cellular senescence. Evidence score: 0.810. Surrogate confidence: 0.770. Literature support: 0.660. Reason: Useful senescence-burden surrogate for a flavonoid senolytic story.,train,fisetin_p16ink4a_expression,0.794
pair:fisetin_il6,pair,Fisetin -> IL6,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.760. Surrogate confidence: 0.680. Literature support: 0.660. Reason: Inflammaging-linked cytokine with strong demo interpretability.,train,fisetin_il6,0.728
pair:fisetin_tnf_alpha,pair,Fisetin -> TNF-alpha,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: TNF-alpha. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.740. Surrogate confidence: 0.650. Literature support: 0.640. Reason: Supports inflammation-resolution claims around fisetin.,train,fisetin_tnf_alpha,0.704
pair:fisetin_gdf15,pair,Fisetin -> GDF15,Drug intervention: Fisetin. Mechanism: senolytic flavonoid with anti-inflammatory and stress-response effects. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.690. Surrogate confidence: 0.600. Literature support: 0.580. Reason: Stress-response surrogate for systemic adaptation and tissue burden.,train,fisetin_gdf15,0.654
pair:liraglutide_hba1c,pair,Liraglutide -> HbA1c,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.880. Surrogate confidence: 0.860. Literature support: 0.830. Reason: Reliable glycemic surrogate with strong translational familiarity.,train,liraglutide_hba1c,0.872
pair:liraglutide_fasting_glucose,pair,Liraglutide -> fasting glucose,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.850. Surrogate confidence: 0.820. Literature support: 0.790. Reason: Direct metabolic readout for GLP-1 driven intervention response.,train,liraglutide_fasting_glucose,0.838
pair:liraglutide_body_fat_percentage,pair,Liraglutide -> body fat percentage,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.820. Surrogate confidence: 0.750. Literature support: 0.760. Reason: Good demo-friendly surrogate for adiposity reduction over months.,train,liraglutide_body_fat_percentage,0.792
pair:liraglutide_fasting_insulin,pair,Liraglutide -> fasting insulin,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.800. Surrogate confidence: 0.770. Literature support: 0.720. Reason: Useful if the pitch emphasizes insulin sensitivity improvement.,train,liraglutide_fasting_insulin,0.788
pair:liraglutide_triglycerides,pair,Liraglutide -> triglycerides,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.760. Surrogate confidence: 0.670. Literature support: 0.680. Reason: Practical lipid surrogate to show broader cardiometabolic effect.,train,liraglutide_triglycerides,0.724
pair:liraglutide_crp,pair,Liraglutide -> CRP,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.620. Literature support: 0.630. Reason: Links metabolic response to reduced chronic low-grade inflammation.,train,liraglutide_crp,0.68
pair:metformin_hba1c,pair,Metformin -> HbA1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,train,metformin_hba1c,0.892
pair:metformin_fasting_insulin,pair,Metformin -> fasting insulin,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.860. Surrogate confidence: 0.840. Literature support: 0.800. Reason: Useful for early readout of improved insulin sensitivity downstream of AMPK activation.,train,metformin_fasting_insulin,0.852
pair:metformin_homa_ir,pair,Metformin -> HOMA-IR,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HOMA-IR. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.820. Literature support: 0.780. Reason: Composite insulin-resistance surrogate aligned with metabolic flexibility claims.,train,metformin_homa_ir,0.832
pair:metformin_gdf15,pair,Metformin -> GDF15,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.800. Surrogate confidence: 0.740. Literature support: 0.720. Reason: Mechanistically relevant stress-response biomarker frequently discussed for metformin exposure and response.,train,metformin_gdf15,0.776
pair:metformin_crp,pair,Metformin -> CRP,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.750. Surrogate confidence: 0.660. Literature support: 0.700. Reason: Captures the inflammatory spillover often improved when metabolic control improves.,train,metformin_crp,0.714
pair:metformin_il6,pair,Metformin -> IL6,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.630. Literature support: 0.670. Reason: Links metabolic intervention response to inflammaging biology.,train,metformin_il6,0.684
pair:nmn_nad_nadh_ratio,pair,NMN -> NAD+ NADH ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,val,nmn_nad_nadh_ratio,0.848
pair:nmn_atp_production,pair,NMN -> ATP production,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: ATP production. Biomarker category: mitochondrial. Pathway: bioenergetics. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.790. Surrogate confidence: 0.680. Literature support: 0.630. Reason: Supports the mitochondrial-performance narrative in a demo.,val,nmn_atp_production,0.746
pair:nmn_mtdna_copy_number,pair,NMN -> mtDNA copy number,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.750. Surrogate confidence: 0.640. Literature support: 0.600. Reason: Practical mitochondrial maintenance readout when energy metabolism is central.,val,nmn_mtdna_copy_number,0.706
pair:nmn_epigenetic_clock,pair,NMN -> epigenetic clock,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.700. Surrogate confidence: 0.720. Literature support: 0.520. Reason: Ambitious but demo-relevant systems-level surrogate for biological age framing.,val,nmn_epigenetic_clock,0.708
pair:nmn_fasting_insulin,pair,NMN -> fasting insulin,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.690. Surrogate confidence: 0.610. Literature support: 0.580. Reason: Captures downstream metabolic benefit if present.,val,nmn_fasting_insulin,0.658
pair:nmn_crp,pair,NMN -> CRP,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.650. Surrogate confidence: 0.550. Literature support: 0.550. Reason: Secondary inflammation readout when systemic stress improves.,val,nmn_crp,0.61
pair:nicotinamide_riboside_nad_nadh_ratio,pair,Nicotinamide Riboside -> NAD+ NADH ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,train,nicotinamide_riboside_nad_nadh_ratio,0.858
pair:nicotinamide_riboside_atp_production,pair,Nicotinamide Riboside -> ATP production,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: ATP production. Biomarker category: mitochondrial. Pathway: bioenergetics. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.800. Surrogate confidence: 0.690. Literature support: 0.650. Reason: Functional mitochondrial-energy surrogate that strengthens the bioenergetics story.,train,nicotinamide_riboside_atp_production,0.756
pair:nicotinamide_riboside_mtdna_copy_number,pair,Nicotinamide Riboside -> mtDNA copy number,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.740. Surrogate confidence: 0.630. Literature support: 0.600. Reason: Secondary mitochondrial maintenance readout for longer studies.,train,nicotinamide_riboside_mtdna_copy_number,0.696
pair:nicotinamide_riboside_fasting_insulin,pair,Nicotinamide Riboside -> fasting insulin,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Useful if the intervention narrative extends into metabolic flexibility.,train,nicotinamide_riboside_fasting_insulin,0.648
pair:nicotinamide_riboside_crp,pair,Nicotinamide Riboside -> CRP,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.660. Surrogate confidence: 0.550. Literature support: 0.560. Reason: Optional inflammation surrogate when energetic improvement also reduces stress burden.,train,nicotinamide_riboside_crp,0.616
pair:nicotinamide_riboside_il6,pair,Nicotinamide Riboside -> IL6,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.640. Surrogate confidence: 0.530. Literature support: 0.540. Reason: Complements CRP for inflammaging-aware positioning.,train,nicotinamide_riboside_il6,0.596
pair:rapamycin_il6,pair,Rapamycin -> IL6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,val,rapamycin_il6,0.776
pair:rapamycin_crp,pair,Rapamycin -> CRP,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.780. Surrogate confidence: 0.660. Literature support: 0.720. Reason: Accessible systemic inflammation surrogate for rapamycin-like interventions.,val,rapamycin_crp,0.732
pair:rapamycin_epigenetic_clock,pair,Rapamycin -> epigenetic clock,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.800. Literature support: 0.620. Reason: Longer-horizon systems-level surrogate for biological age modulation.,val,rapamycin_epigenetic_clock,0.776
pair:rapamycin_igf_1,pair,Rapamycin -> IGF-1,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IGF-1. Biomarker category: growth signaling. Pathway: insulin IGF signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.740. Surrogate confidence: 0.680. Literature support: 0.660. Reason: Nutrient-sensing related biomarker consistent with upstream pathway modulation.,val,rapamycin_igf_1,0.716
pair:rapamycin_fasting_insulin,pair,Rapamycin -> fasting insulin,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.580. Reason: Useful when rapamycin-like effects spill into insulin signaling or metabolic adaptation.,val,rapamycin_fasting_insulin,0.664
pair:rapamycin_gdf15,pair,Rapamycin -> GDF15,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Stress-response marker that can capture systemic adaptation and tolerability signals.,val,rapamycin_gdf15,0.648
pair:resveratrol_crp,pair,Resveratrol -> CRP,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.740. Surrogate confidence: 0.640. Literature support: 0.670. Reason: Straightforward inflammation surrogate for stress-response modulation.,train,resveratrol_crp,0.7
pair:resveratrol_il6,pair,Resveratrol -> IL6,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.620. Literature support: 0.640. Reason: Useful cytokine-level readout for inflammaging claims.,train,resveratrol_il6,0.68
pair:resveratrol_homa_ir,pair,Resveratrol -> HOMA-IR,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: HOMA-IR. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.710. Surrogate confidence: 0.640. Literature support: 0.610. Reason: Summarizes insulin-resistance shifts in a single surrogate.,train,resveratrol_homa_ir,0.682
pair:resveratrol_tnf_alpha,pair,Resveratrol -> TNF-alpha,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: TNF-alpha. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.600. Literature support: 0.620. Reason: Adds mechanistic depth to anti-inflammatory positioning.,train,resveratrol_tnf_alpha,0.66
pair:resveratrol_fasting_glucose,pair,Resveratrol -> fasting glucose,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.690. Surrogate confidence: 0.610. Literature support: 0.600. Reason: Good metabolic readout when resveratrol is framed around insulin sensitivity.,train,resveratrol_fasting_glucose,0.658
pair:resveratrol_triglycerides,pair,Resveratrol -> triglycerides,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.680. Surrogate confidence: 0.580. Literature support: 0.590. Reason: Useful lipid readout for broader cardiometabolic benefit.,train,resveratrol_triglycerides,0.64
pair:semaglutide_hba1c,pair,Semaglutide -> HbA1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,test,semaglutide_hba1c,0.896
pair:semaglutide_fasting_glucose,pair,Semaglutide -> fasting glucose,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.870. Surrogate confidence: 0.850. Literature support: 0.820. Reason: Rapid readout of improved glucose regulation.,test,semaglutide_fasting_glucose,0.862
pair:semaglutide_body_fat_percentage,pair,Semaglutide -> body fat percentage,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.780. Literature support: 0.800. Reason: Strong body-composition surrogate consistent with satiety-driven weight reduction.,test,semaglutide_body_fat_percentage,0.816
pair:semaglutide_fasting_insulin,pair,Semaglutide -> fasting insulin,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.830. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Captures improved insulin sensitivity and lower insulin demand.,test,semaglutide_fasting_insulin,0.818
pair:semaglutide_triglycerides,pair,Semaglutide -> triglycerides,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.790. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Useful cardiometabolic surrogate beyond glycemia alone.,test,semaglutide_triglycerides,0.754
pair:semaglutide_ldl_c,pair,Semaglutide -> LDL-C,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: LDL-C. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.730. Surrogate confidence: 0.630. Literature support: 0.670. Reason: Relevant when positioning semaglutide-like compounds in cardiometabolic aging.,test,semaglutide_ldl_c,0.69
pair:spermidine_epigenetic_clock,pair,Spermidine -> epigenetic clock,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.780. Literature support: 0.600. Reason: Useful high-level aging surrogate for autophagy-focused interventions.,train,spermidine_epigenetic_clock,0.768
pair:spermidine_crp,pair,Spermidine -> CRP,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.600. Reason: Inflammation readout aligned with healthier systemic aging trajectories.,train,spermidine_crp,0.664
pair:spermidine_il6,pair,Spermidine -> IL6,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.680. Surrogate confidence: 0.590. Literature support: 0.580. Reason: Pairs well with CRP for inflammaging-aware reasoning.,train,spermidine_il6,0.644
pair:spermidine_mtdna_copy_number,pair,Spermidine -> mtDNA copy number,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.670. Surrogate confidence: 0.570. Literature support: 0.540. Reason: Supports the cellular-maintenance and mitochondrial-quality narrative.,train,spermidine_mtdna_copy_number,0.63
pair:spermidine_gdf15,pair,Spermidine -> GDF15,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.660. Surrogate confidence: 0.580. Literature support: 0.550. Reason: Stress-response biomarker for systemic adaptation and resilience.,train,spermidine_gdf15,0.628
