example_id,split,query_text,candidate_id,candidate_text,candidate_type,label,target_intervention,target_surrogate,negative_strategy
example_pos_liraglutide_body_fat_percentage,train,Liraglutide-like intervention targeting GLP-1 receptor agonism and metabolic regulation. Would body fat percentage be a good surrogate endpoint?,pair:liraglutide_body_fat_percentage,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.820. Surrogate confidence: 0.750. Literature support: 0.760. Reason: Good demo-friendly surrogate for adiposity reduction over months.,pair,1,Liraglutide,body fat percentage,
example_neg_liraglutide_body_fat_percentage,train,Liraglutide-like intervention targeting GLP-1 receptor agonism and metabolic regulation. Would body fat percentage be a good surrogate endpoint?,pair:semaglutide_body_fat_percentage,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.780. Literature support: 0.800. Reason: Strong body-composition surrogate consistent with satiety-driven weight reduction.,pair,0,Liraglutide,body fat percentage,same_category
example_pos_liraglutide_fasting_insulin,train,Liraglutide-like intervention targeting GLP-1 receptor agonism and metabolic regulation. Would fasting insulin be a good surrogate endpoint?,pair:liraglutide_fasting_insulin,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.800. Surrogate confidence: 0.770. Literature support: 0.720. Reason: Useful if the pitch emphasizes insulin sensitivity improvement.,pair,1,Liraglutide,fasting insulin,
example_neg_liraglutide_fasting_insulin,train,Liraglutide-like intervention targeting GLP-1 receptor agonism and metabolic regulation. Would fasting insulin be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Liraglutide,fasting insulin,same_category
example_pos_liraglutide_triglycerides,train,Liraglutide-like intervention targeting GLP-1 receptor agonism and metabolic regulation. Would triglycerides be a good surrogate endpoint?,pair:liraglutide_triglycerides,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.760. Surrogate confidence: 0.670. Literature support: 0.680. Reason: Practical lipid surrogate to show broader cardiometabolic effect.,pair,1,Liraglutide,triglycerides,
example_neg_liraglutide_triglycerides,train,Liraglutide-like intervention targeting GLP-1 receptor agonism and metabolic regulation. Would triglycerides be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Liraglutide,triglycerides,same_category
example_pos_liraglutide_crp,train,Liraglutide-like intervention targeting GLP-1 receptor agonism and metabolic regulation. Would CRP be a good surrogate endpoint?,pair:liraglutide_crp,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.620. Literature support: 0.630. Reason: Links metabolic response to reduced chronic low-grade inflammation.,pair,1,Liraglutide,CRP,
example_neg_liraglutide_crp,train,Liraglutide-like intervention targeting GLP-1 receptor agonism and metabolic regulation. Would CRP be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Liraglutide,CRP,same_category
example_pos_metformin_hba1c,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would HbA1c be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,1,Metformin,HbA1c,
example_neg_metformin_hba1c,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would HbA1c be a good surrogate endpoint?,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,pair,0,Metformin,HbA1c,same_category
example_pos_metformin_fasting_insulin,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would fasting insulin be a good surrogate endpoint?,pair:metformin_fasting_insulin,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.860. Surrogate confidence: 0.840. Literature support: 0.800. Reason: Useful for early readout of improved insulin sensitivity downstream of AMPK activation.,pair,1,Metformin,fasting insulin,
example_neg_metformin_fasting_insulin,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would fasting insulin be a good surrogate endpoint?,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,pair,0,Metformin,fasting insulin,same_category
example_pos_metformin_homa_ir,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would HOMA-IR be a good surrogate endpoint?,pair:metformin_homa_ir,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HOMA-IR. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.820. Literature support: 0.780. Reason: Composite insulin-resistance surrogate aligned with metabolic flexibility claims.,pair,1,Metformin,HOMA-IR,
example_neg_metformin_homa_ir,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would HOMA-IR be a good surrogate endpoint?,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,pair,0,Metformin,HOMA-IR,same_category
example_pos_metformin_gdf15,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would GDF15 be a good surrogate endpoint?,pair:metformin_gdf15,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.800. Surrogate confidence: 0.740. Literature support: 0.720. Reason: Mechanistically relevant stress-response biomarker frequently discussed for metformin exposure and response.,pair,1,Metformin,GDF15,
example_neg_metformin_gdf15,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would GDF15 be a good surrogate endpoint?,pair:dasatinib_quercetin_gdf15,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.730. Surrogate confidence: 0.640. Literature support: 0.610. Reason: Stress and tissue-dysfunction marker useful for translational follow-up.,pair,0,Metformin,GDF15,same_category
example_pos_metformin_crp,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would CRP be a good surrogate endpoint?,pair:metformin_crp,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.750. Surrogate confidence: 0.660. Literature support: 0.700. Reason: Captures the inflammatory spillover often improved when metabolic control improves.,pair,1,Metformin,CRP,
example_neg_metformin_crp,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would CRP be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Metformin,CRP,same_category
example_pos_metformin_il6,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would IL6 be a good surrogate endpoint?,pair:metformin_il6,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.630. Literature support: 0.670. Reason: Links metabolic intervention response to inflammaging biology.,pair,1,Metformin,IL6,
example_neg_metformin_il6,train,Metformin-like intervention targeting AMPK activation and glucose homeostasis. Would IL6 be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Metformin,IL6,same_category
example_pos_nmn_nad_nadh_ratio,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would NAD+ NADH ratio be a good surrogate endpoint?,pair:nmn_nad_nadh_ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,pair,1,NMN,NAD+ NADH ratio,
example_neg_nmn_nad_nadh_ratio,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would NAD+ NADH ratio be a good surrogate endpoint?,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,pair,0,NMN,NAD+ NADH ratio,same_category
example_pos_nmn_atp_production,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would ATP production be a good surrogate endpoint?,pair:nmn_atp_production,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: ATP production. Biomarker category: mitochondrial. Pathway: bioenergetics. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.790. Surrogate confidence: 0.680. Literature support: 0.630. Reason: Supports the mitochondrial-performance narrative in a demo.,pair,1,NMN,ATP production,
example_neg_nmn_atp_production,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would ATP production be a good surrogate endpoint?,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,pair,0,NMN,ATP production,same_category
example_pos_nmn_mtdna_copy_number,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would mtDNA copy number be a good surrogate endpoint?,pair:nmn_mtdna_copy_number,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.750. Surrogate confidence: 0.640. Literature support: 0.600. Reason: Practical mitochondrial maintenance readout when energy metabolism is central.,pair,1,NMN,mtDNA copy number,
example_neg_nmn_mtdna_copy_number,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would mtDNA copy number be a good surrogate endpoint?,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,pair,0,NMN,mtDNA copy number,same_category
example_pos_nmn_epigenetic_clock,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would epigenetic clock be a good surrogate endpoint?,pair:nmn_epigenetic_clock,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.700. Surrogate confidence: 0.720. Literature support: 0.520. Reason: Ambitious but demo-relevant systems-level surrogate for biological age framing.,pair,1,NMN,epigenetic clock,
example_neg_nmn_epigenetic_clock,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would epigenetic clock be a good surrogate endpoint?,pair:rapamycin_epigenetic_clock,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.800. Literature support: 0.620. Reason: Longer-horizon systems-level surrogate for biological age modulation.,pair,0,NMN,epigenetic clock,same_category
example_pos_nmn_fasting_insulin,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would fasting insulin be a good surrogate endpoint?,pair:nmn_fasting_insulin,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.690. Surrogate confidence: 0.610. Literature support: 0.580. Reason: Captures downstream metabolic benefit if present.,pair,1,NMN,fasting insulin,
example_neg_nmn_fasting_insulin,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would fasting insulin be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,NMN,fasting insulin,same_category
example_pos_nmn_crp,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would CRP be a good surrogate endpoint?,pair:nmn_crp,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.650. Surrogate confidence: 0.550. Literature support: 0.550. Reason: Secondary inflammation readout when systemic stress improves.,pair,1,NMN,CRP,
example_neg_nmn_crp,val,NMN-like intervention targeting NAD+ precursor supporting redox balance and metabolic resilience. Would CRP be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,NMN,CRP,same_category
example_pos_nicotinamide_riboside_nad_nadh_ratio,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would NAD+ NADH ratio be a good surrogate endpoint?,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,pair,1,Nicotinamide Riboside,NAD+ NADH ratio,
example_neg_nicotinamide_riboside_nad_nadh_ratio,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would NAD+ NADH ratio be a good surrogate endpoint?,pair:nmn_nad_nadh_ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,pair,0,Nicotinamide Riboside,NAD+ NADH ratio,same_category
example_pos_nicotinamide_riboside_atp_production,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would ATP production be a good surrogate endpoint?,pair:nicotinamide_riboside_atp_production,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: ATP production. Biomarker category: mitochondrial. Pathway: bioenergetics. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.800. Surrogate confidence: 0.690. Literature support: 0.650. Reason: Functional mitochondrial-energy surrogate that strengthens the bioenergetics story.,pair,1,Nicotinamide Riboside,ATP production,
example_neg_nicotinamide_riboside_atp_production,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would ATP production be a good surrogate endpoint?,pair:nmn_nad_nadh_ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,pair,0,Nicotinamide Riboside,ATP production,same_category
example_pos_nicotinamide_riboside_mtdna_copy_number,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would mtDNA copy number be a good surrogate endpoint?,pair:nicotinamide_riboside_mtdna_copy_number,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.740. Surrogate confidence: 0.630. Literature support: 0.600. Reason: Secondary mitochondrial maintenance readout for longer studies.,pair,1,Nicotinamide Riboside,mtDNA copy number,
example_neg_nicotinamide_riboside_mtdna_copy_number,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would mtDNA copy number be a good surrogate endpoint?,pair:nmn_nad_nadh_ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,pair,0,Nicotinamide Riboside,mtDNA copy number,same_category
example_pos_nicotinamide_riboside_fasting_insulin,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would fasting insulin be a good surrogate endpoint?,pair:nicotinamide_riboside_fasting_insulin,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Useful if the intervention narrative extends into metabolic flexibility.,pair,1,Nicotinamide Riboside,fasting insulin,
example_neg_nicotinamide_riboside_fasting_insulin,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would fasting insulin be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Nicotinamide Riboside,fasting insulin,same_category
example_pos_nicotinamide_riboside_crp,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would CRP be a good surrogate endpoint?,pair:nicotinamide_riboside_crp,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.660. Surrogate confidence: 0.550. Literature support: 0.560. Reason: Optional inflammation surrogate when energetic improvement also reduces stress burden.,pair,1,Nicotinamide Riboside,CRP,
example_neg_nicotinamide_riboside_crp,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would CRP be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Nicotinamide Riboside,CRP,same_category
example_pos_nicotinamide_riboside_il6,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would IL6 be a good surrogate endpoint?,pair:nicotinamide_riboside_il6,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.640. Surrogate confidence: 0.530. Literature support: 0.540. Reason: Complements CRP for inflammaging-aware positioning.,pair,1,Nicotinamide Riboside,IL6,
example_neg_nicotinamide_riboside_il6,train,Nicotinamide Riboside-like intervention targeting NAD+ precursor supporting mitochondrial energetics. Would IL6 be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Nicotinamide Riboside,IL6,same_category
example_pos_rapamycin_il6,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would IL6 be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,1,Rapamycin,IL6,
example_neg_rapamycin_il6,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would IL6 be a good surrogate endpoint?,pair:dasatinib_quercetin_il6,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.800. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Inflammatory cytokine linked to SASP and inflammaging.,pair,0,Rapamycin,IL6,same_category
example_pos_rapamycin_crp,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would CRP be a good surrogate endpoint?,pair:rapamycin_crp,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.780. Surrogate confidence: 0.660. Literature support: 0.720. Reason: Accessible systemic inflammation surrogate for rapamycin-like interventions.,pair,1,Rapamycin,CRP,
example_neg_rapamycin_crp,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would CRP be a good surrogate endpoint?,pair:dasatinib_quercetin_il6,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.800. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Inflammatory cytokine linked to SASP and inflammaging.,pair,0,Rapamycin,CRP,same_category
example_pos_rapamycin_epigenetic_clock,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would epigenetic clock be a good surrogate endpoint?,pair:rapamycin_epigenetic_clock,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.800. Literature support: 0.620. Reason: Longer-horizon systems-level surrogate for biological age modulation.,pair,1,Rapamycin,epigenetic clock,
example_neg_rapamycin_epigenetic_clock,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would epigenetic clock be a good surrogate endpoint?,pair:spermidine_epigenetic_clock,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.780. Literature support: 0.600. Reason: Useful high-level aging surrogate for autophagy-focused interventions.,pair,0,Rapamycin,epigenetic clock,same_category
